no,ponpes,text_combined,sentimen_lexicon,aspek_manual
569,Ponpes Syekh Hasan Yamani,aamiin rabbal alamiin aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
570,Ponpes Syekh Hasan Yamani,amin rabbal alamin aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
571,Ponpes Syekh Hasan Yamani,amin rabbal alamin aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
572,Ponpes Syekh Hasan Yamani,aamiin allahumma aamiin aktivitas santri phy dzikir pagi al ma tsurat,Positif,Sosial
573,Ponpes Syekh Hasan Yamani,muslimah qasim amien aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
574,Ponpes Syekh Hasan Yamani,fauzan fauzan amien aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
575,Ponpes Syekh Hasan Yamani,maasyaaallah tabbarakallah segenap keluarga besar pondok pesantren syekh hasan yamani ucap selamat ingat isra mi raj nabi muhammad saw,Negatif,Kegiatan Pondok
576,Ponpes Syekh Hasan Yamani,sy wali santri wati klsc atas nm st nur fadilah sngt senang lihat postingan hasanyamani segenap keluarga besar pondok pesantren syekh hasan yamani ucap selamat ingat isra mi raj nabi muhammad saw,Negatif,Kegiatan Pondok
577,Ponpes Syekh Hasan Yamani,bisa ki hadir ee silaturrahmi bagi raport semester ganjil tahun ajar pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
578,Ponpes Syekh Hasan Yamani,allah sabar adekq adrian kemarin ada wakil dstu ambil raport nasib anak yatim anda dstu pastih hadir dek dampigi ki silaturrahmi bagi raport semester ganjil tahun ajar pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
579,Ponpes Syekh Hasan Yamani,sehat semua ustadz ustadzah ponpes syekh hasan yamani silaturrahmi bagi raport semester ganjil tahun ajar pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
580,Ponpes Syekh Hasan Yamani,semangat buat santri santriwati ponpes pondok pesantren syekh hasan yamani xd smoga selalu berkah kreatif aktif amin highlight one night with santri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
581,Ponpes Syekh Hasan Yamani,sukses selalu pondok pesantren syekh hasan yamani senantiasa berkah kreatif aktif highlight one night with santri pondok pesantren syekh hasan yamani,Netral,Kegiatan Pondok
582,Ponpes Syekh Hasan Yamani,sukses selalu santri santriwati pondok pesantren syekh hasan yamani moga selalu berkah selalu kreatif highlight one night with santri pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
583,Ponpes Syekh Hasan Yamani,semngat buat santri santriwati ponpes pondok pesantren syekh hasan yamani smoga kalian smua jadi laskar depan bela agama islam amin highlight one night with santri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
584,Ponpes Syekh Hasan Yamani,masya allah istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
585,Ponpes Syekh Hasan Yamani,masya allah istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
586,Ponpes Syekh Hasan Yamani,masya allah tabarakahllah berkah selalu istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
587,Ponpes Syekh Hasan Yamani,izin share istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
588,Ponpes Syekh Hasan Yamani,sukses giat istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
589,Ponpes Syekh Hasan Yamani,kpn acara pg pondok istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
590,Ponpes Syekh Hasan Yamani, istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
591,Ponpes Syekh Hasan Yamani,moga lancar hadap uji aamiin muroja ah al a mmah tolak ukur paham kuasa ajar,Positif,Fasilitas
592,Ponpes Syekh Hasan Yamani,muroj aah ajar bukan ajar muroja ah muroja ah al a mmah tolak ukur paham kuasa ajar,Negatif,Fasilitas
593,Ponpes Syekh Hasan Yamani,smoga lancar mudah ujianx xd aamiin xd ananda nisrina meylani salsabila amran muroja ah al a mmah tolak ukur paham kuasa ajar,Negatif,Fasilitas
594,Ponpes Syekh Hasan Yamani,smoga semester lancar ananda sll semangat mendptkn hasil muas sehat selalu smua anak phy muroja ah al a mmah tolak ukur paham kuasa ajar,Netral,Fasilitas
595,Ponpes Syekh Hasan Yamani,tetap semangat sehatki smua nak santri santriwati dlm hadap uji muroja ah al a mmah tolak ukur paham kuasa ajar,Positif,Fasilitas
596,Ponpes Syekh Hasan Yamani,iye hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
597,Ponpes Syekh Hasan Yamani,terima kasih infox ustadz hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
598,Ponpes Syekh Hasan Yamani,selamat juang nak santri santriwati hebat hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
599,Ponpes Syekh Hasan Yamani,weee kasi mo na sebntrji klo ini jauh ka libur tentu hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
600,Ponpes Syekh Hasan Yamani,trima kasih infox ustadz xd selamat juang buat ananda nisrina meylani salsabila amran serta santi santriwati smoga selalu beri mudah tiap langkahx xd succes buat smua xd amin hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
601,Ponpes Syekh Hasan Yamani,selamat sukses uji hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
602,Ponpes Syekh Hasan Yamani,alhamdulillah hasil karya maksimal walaupun ada nya kurang fit xd moga juara dinda madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
603,Ponpes Syekh Hasan Yamani,amiiinnn moga juara madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
604,Ponpes Syekh Hasan Yamani,aamiin insya allah sukses madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
605,Ponpes Syekh Hasan Yamani,ma shaa allah moga harum nama baik sulawesi barat utama nama ponpesnya madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
606,Ponpes Syekh Hasan Yamani, madrasah fest jakarta wakil sulawesi barat,Netral,Fasilitas
607,Ponpes Syekh Hasan Yamani,aamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
608,Ponpes Syekh Hasan Yamani,aamiin yra masya allah madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
609,Ponpes Syekh Hasan Yamani,aamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
610,Ponpes Syekh Hasan Yamani,amiiin insya allah bisaaa madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
611,Ponpes Syekh Hasan Yamani,aamiin allah madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
612,Ponpes Syekh Hasan Yamani,aamin madrasah fest jakarta wakil sulawesi barat,Netral,Fasilitas
613,Ponpes Syekh Hasan Yamani,aamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
614,Ponpes Syekh Hasan Yamani,masya allah moga ananda sajiah dapat hasil baik dapat harum nama pondok pesantren syekh hasan yamani aamiin yaa rabbal aalamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
615,Ponpes Syekh Hasan Yamani,aamiin moga juara madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
616,Ponpes Syekh Hasan Yamani,aamiin yaallah madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
617,Ponpes Syekh Hasan Yamani,aamiin allah madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
618,Ponpes Syekh Hasan Yamani,aamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
619,Ponpes Syekh Hasan Yamani,smg allah swt mudah sgalanya hngga dpt hsl trbaik harum nm pondok pesantren syekh hasan yamani madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
620,Ponpes Syekh Hasan Yamani, madrasah fest jakarta wakil sulawesi barat,Netral,Fasilitas
621,Ponpes Syekh Hasan Yamani,aamiin yaa rabbal alamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
622,Ponpes Syekh Hasan Yamani,bangga jadi om nya madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
623,Ponpes Syekh Hasan Yamani,masya allah tabarakallah xd smoga ananda dapat hasil baik madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
624,Ponpes Syekh Hasan Yamani,amin madrasah fest jakarta wakil sulawesi barat,Negatif,Fasilitas
625,Ponpes Syekh Hasan Yamani,moga dapat hasil baik harum nama pondok pesantren syekh hasan yamani madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
626,Ponpes Syekh Hasan Yamani,aamiin rabbal alamiiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
627,Ponpes Syekh Hasan Yamani,aamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
628,Ponpes Syekh Hasan Yamani,sehat slalu annangguru murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Negatif,Sosial
629,Ponpes Syekh Hasan Yamani,maasya allah murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
630,Ponpes Syekh Hasan Yamani,masya allah murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
631,Ponpes Syekh Hasan Yamani,wahai allah ampun guru guru dan orang telah ajar sayang mulia dengan keridhaan mu agung tempat nang sisi mu wahai maha sayang antara sayang murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Negatif,Sosial
632,Ponpes Syekh Hasan Yamani,aamiin murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
633,Ponpes Syekh Hasan Yamani,sehat selalu guru murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
634,Ponpes Salafiyah Parappe,masyaallah tempat anak ku mondok lama thn alhamdulillah selesai baik moga pondok pesantren salafiyah parappek senantiasa beri layan baik seluruh santri selamat datang koperasi putri pondok pesantren salafiyah parappe,Negatif,Kegiatan Pondok
635,Ponpes Salafiyah Parappe,mantap selamat datang koperasi putri pondok pesantren salafiyah parappe,Positif,Kegiatan Pondok
636,Ponpes Salafiyah Parappe,mantap selamat datang koperasi putri pondok pesantren salafiyah parappe,Positif,Kegiatan Pondok
637,Ponpes Salafiyah Parappe,masya allah anak obat rindu nak cha sehat selalu sana selau ajar nah terima santri baru pondok pesantren salafiyah parappe,Negatif,Kegiatan Pondok
638,Ponpes Salafiyah Parappe,luar biasa anak santri terima santri baru pondok pesantren salafiyah parappe,Negatif,Kegiatan Pondok
639,Ponpes Salafiyah Parappe, terima santri baru pondok pesantren salafiyah parappe,Positif,Kegiatan Pondok
640,Ponpes Salafiyah Parappe,up terima santri baru pondok pesantren salafiyah parappe,Positif,Kegiatan Pondok
641,Ponpes Salafiyah Parappe,balik kampung libur tiba,Netral,Kualitas Guru
642,Ponpes Salafiyah Parappe,mau tanya kalau laki laki hari apa pulang libur tiba,Negatif,Kualitas Guru
643,Ponpes Salafiyah Parappe,moga berkah annangguta seluruh santri ilmu manfaat raya akhir tahun ajar isi bekal pulang santri,Positif,Kegiatan Pondok
644,Ponpes Salafiyah Parappe,aamiin raya akhir tahun ajar isi bekal pulang santri,Negatif,Fasilitas
645,Ponpes Salafiyah Parappe,kpng jemput klw putra lancar jemput santri putri pondok pesantren buka jemput mulai februari pukul wita,Negatif,Kualitas Guru
646,Ponpes Salafiyah Parappe,insyaallah ustazah xd terimakasih atas informasi lancar jemput santri putri pondok pesantren buka jemput mulai februari pukul wita,Negatif,Kegiatan Pondok
647,Ponpes Salafiyah Parappe,mksudy hrs jam d jemput at mulai jam d jemput lancar jemput santri putri pondok pesantren buka jemput mulai februari pukul wita,Negatif,Kualitas Guru
648,Ponpes Salafiyah Parappe, laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Positif,Fasilitas
649,Ponpes Salafiyah Parappe,sehat sehat selalu nak pondok laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
650,Ponpes Salafiyah Parappe,masya allah laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Positif,Fasilitas
651,Ponpes Salafiyah Parappe,moga uji lancar mudah laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Netral,Fasilitas
652,Ponpes Salafiyah Parappe,anak azkiyah kamila laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
653,Ponpes Salafiyah Parappe,moga lancar ujianx anak aidy arun arifah temanx lain aamiin laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
654,Ponpes Salafiyah Parappe,aamiin semogah jalan lancar laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Positif,Fasilitas
655,Ponpes Salafiyah Parappe,moga lancar uji anak semua utama nurzahra alya nabila askar aamiin xd semangat anak laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
656,Ponpes Salafiyah Parappe,moga uji anak mudah dapat hasil baik laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
657,Ponpes Salafiyah Parappe,moga semua lancar uji anak laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
658,Ponpes Salafiyah Parappe,moga ujianx lancar mudah laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
659,Ponpes Salafiyah Parappe,bismillahirrahmanirrahim moga anak dapat nilai maksimal amin laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Positif,Fasilitas
660,Ponpes Salafiyah Parappe,aamiin laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Positif,Fasilitas
661,Ponpes Salafiyah Parappe,assalamualaikum bu ustazah mau tanya tgl berapa pulang santriwati informasi izin santri tutup,Negatif,Kegiatan Pondok
662,Ponpes Salafiyah Parappe,kuliah harus cepat libur kalau supaya pulang bantu ortu cari duit bagang kurang abk kodong bagang informasi izin santri tutup,Negatif,Kegiatan Pondok
663,Ponpes Salafiyah Parappe,klu anak sakit bagaimana apa nda pulang informasi izin santri tutup,Negatif,Kegiatan Pondok
664,Ponpes Salafiyah Parappe,moga anak anak selalu beri sehat selamat informasi izin santri tutup,Negatif,Kegiatan Pondok
665,Ponpes Salafiyah Parappe, hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
666,Ponpes Salafiyah Parappe,hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
667,Ponpes Salafiyah Parappe,selamat hari ibu dunia hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
668,Ponpes Salafiyah Parappe,selamat hari ibu hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
669,Ponpes Salafiyah Parappe,masya allah hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
670,Ponpes Salafiyah Parappe,terima kasih laku cerah anak moga amal ibadah semua asuh pondok pesantren tetap lindung allah swt hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
671,Ponpes Salafiyah Parappe, selamat hari guru guru hebat indonesia kuat,Positif,Sosial
672,Ponpes Salafiyah Parappe,terimakasih ustzah cantik senantiasa damping anak mulai bangun tidur lelap dalam tuntut ilmu selamat hari guru guru hebat indonesia kuat,Positif,Sosial
673,Ponpes Salafiyah Parappe,sehat sll ustzh selamat hari guru guru hebat indonesia kuat,Positif,Sosial
674,Ponpes Salafiyah Parappe,selamat hari guru moga sehat selalu selamat hari guru guru hebat indonesia kuat,Positif,Sosial
675,Ponpes Salafiyah Parappe,terimakasih ustadz senang tiasa mendampinggi anak dalam tuntut ilmu selamat hari guru sehat selalu selamat hari guru guru hebat indonesia kuat,Positif,Sosial
676,Ponpes Salafiyah Parappe,selamat hari guru ustzd ustazda selamat hari guru guru hebat indonesia kuat,Positif,Sosial
677,Ponpes Salafiyah Parappe,selamat hari guru terima kasih bimbing anak kami sehat semangat berkah tiap abdi selamat hari guru guru hebat indonesia kuat,Positif,Sosial
678,Ponpes Salafiyah Parappe,selamat hari guru nasional selamat hari guru guru hebat indonesia kuat,Positif,Sosial
679,Ponpes Salafiyah Parappe, selamat hari guru guru hebat indonesia kuat,Positif,Sosial
680,Ponpes Salafiyah Parappe,happy teacher day selamat hari guru guru hebat indonesia kuat,Positif,Sosial
681,Ponpes Salafiyah Parappe,alhamdulillah moga anak anak ku lulus tobaqah lanjut lebih tingkat yang blum lulus lebih giat lgi ajar moga uji tahap ikut lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
682,Ponpes Salafiyah Parappe,masya allah moga anak lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
683,Ponpes Salafiyah Parappe,masya allah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
684,Ponpes Salafiyah Parappe,masya allah xd smoga putri q naik k kitab slnjut ny aamiiin xd xd trims tak t hingga ustadzah snntiasa m bimbing anak galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
685,Ponpes Salafiyah Parappe,masyaallah xd moga lulus semua ana allah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
686,Ponpes Salafiyah Parappe,masya allah moga lulus kasi anak galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
687,Ponpes Salafiyah Parappe,alhamdulillah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
688,Ponpes Salafiyah Parappe,aamiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
689,Ponpes Salafiyah Parappe,amiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
690,Ponpes Salafiyah Parappe,moga anak lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
691,Ponpes Salafiyah Parappe,aamiin allahumma aamiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
692,Ponpes Salafiyah Parappe,senang lihat anak bahagia kelulus terimakasih semua bimbing anak di pondok xd maaf ustadzah mungkin di lampir catat kelulus yang lulus di grup wa wali santri terima kasih belum galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Negatif,Fasilitas
693,Ponpes Salafiyah Parappe,alhamdulillah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
694,Ponpes Salafiyah Parappe,semuga pondok serta keluarga besar pondok selalu lindung allah selalu senantiasa dapat syafaat dr rosulullah nabi muhammad s a w galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
695,Ponpes Salafiyah Parappe,allah moga anak mudah jawab soal beri hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Negatif,Fasilitas
696,Ponpes Salafiyah Parappe,masya allah hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Positif,Fasilitas
697,Ponpes Salafiyah Parappe,allah mudah untk mnjawab soal uji anak aamiin hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Positif,Fasilitas
698,Ponpes Salafiyah Parappe,masya allah hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Positif,Fasilitas
699,Ponpes Salafiyah Parappe,semangat anak ku hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Negatif,Fasilitas
700,Ponpes Salafiyah Parappe,tetap semangat nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
701,Ponpes Salafiyah Parappe,bismillah moga allah mudah lancar uji lisan hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
702,Ponpes Salafiyah Parappe,bismillah mudah anak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
703,Ponpes Salafiyah Parappe,semangat q semua nak insya allah mudah lancar uji lisan nya hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
704,Ponpes Salafiyah Parappe,bismillah moga mudah lancar smuanya nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
705,Ponpes Salafiyah Parappe,bismillah allah mudah an anak jawab semua amin hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Negatif,Motivasi/Spiritual
706,Ponpes Salafiyah Parappe,masya allah moga d mudah nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
707,Ponpes Salafiyah Parappe,bismillahirrahmanirrahim allah mudah semua uji tobaqoh nya anak aaaaaamin allahumma aaaaaamin hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
708,Ponpes Salafiyah Parappe,moga mudah lancar uji hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
709,Ponpes Salafiyah Parappe,mama sini doa nak semua mudah hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Negatif,Motivasi/Spiritual
710,Ponpes Salafiyah Parappe,assalamualaikum xd dar masuk ustadzah barangkali hasil uji anak kirim grup wa wali santriwati wali santriwati utama pribadi ustadzah penasaran hasil uji anak xd syukron ustadzah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Negatif,Fasilitas
711,Ponpes Salafiyah Parappe,moga mudah semua uji tobaqoh nya anak sholehaku aaaaaamin uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Negatif,Fasilitas
712,Ponpes Salafiyah Parappe,maasyaallah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas
713,Ponpes Salafiyah Parappe, uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas
714,Ponpes Salafiyah Parappe,masyaallah moga semuax mudah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas
715,Ponpes Salafiyah Parappe,masya allah anak shaliha ademm liat uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas
716,Ponpes Salafiyah Parappe,aaaaamin uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas
717,Ponpes Salafiyah Parappe,allah mudah semua uji tobaqoh anak santri ppap utama dua putri sholehaku allah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
718,Ponpes Salafiyah Parappe,moga semua santri lulus ujinx aamiin laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
719,Ponpes Salafiyah Parappe,allah moga semua santri n santriwati lolos tobaqo lanjut nya naik utama putri aamiin allah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
720,Ponpes Salafiyah Parappe,amiin laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
721,Ponpes Salafiyah Parappe,allah mudah n lancar uji di hadap santri ppsp khusus putra n putri ku aamiin yra laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
722,Ponpes Salafiyah Parappe,aamiiiin allah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
723,Ponpes Salafiyah Parappe,allah mudah anak anak dlm hadap uji laksana uji alih thobaqoh tahap ii,Netral,Motivasi/Spiritual
724,Ponpes Salafiyah Parappe,amin yarabbal alamin laksana uji alih thobaqoh tahap ii,Negatif,Motivasi/Spiritual
725,Ponpes Salafiyah Parappe,aamiiin yaalllah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
726,Ponpes Salafiyah Parappe,allahumma sholli ala muhammad waala ali muhammad moga berkah salawat anak sholeh mudah takluk uji muas sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Positif,Motivasi/Spiritual
727,Ponpes Salafiyah Parappe,smg seluruh santri beri mudah dlm hadap sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
728,Ponpes Salafiyah Parappe,alhamdulillah moga mudah ikut uji allah sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Positif,Motivasi/Spiritual
729,Ponpes Salafiyah Parappe,bismillah moga uji kali anak lulus sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Positif,Motivasi/Spiritual
730,Ponpes Salafiyah Parappe,alhamdulillah mudahhan naik tinkatanx anak dstu sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
731,Ponpes Salafiyah Parappe,moga seluru santri beri mudah kelulus aamiin sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
732,Ponpes Salafiyah Parappe,moga anak ikut uji lulus semua aamiin salam orang tua wali astik ayu ananta pasangkayu sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
733,Ponpes Salafiyah Parappe,moga anak ikut uji lulus semua aamiin yra sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
734,Ponpes Salafiyah Parappe,mudah lancar usaha anak dlm jalan uji lulus semua aamiin sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
735,Ponpes Salafiyah Parappe,allah sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Netral,Motivasi/Spiritual
736,Ponpes Salafiyah Parappe,bismillah rohmanirrohim moga d mudah kan segala ajar nya lulus dlm jalan uji nya aamiin xd putri solehah ku sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Positif,Motivasi/Spiritual
737,Ponpes Salafiyah Parappe,bismillah moga uji anak lulus aamiinn sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Positif,Motivasi/Spiritual
738,Ponpes Salafiyah Parappe,amiin sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
739,Ponpes Salafiyah Parappe,moga semua santri ikan mudah kelulus ikut uji tobaqoh utama anak aaaaaamin sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
