no,ponpes,text_combined,sentimen_lexicon,aspek_manual
739,Ponpes Salafiyah Parappe,moga semua santri ikan mudah kelulus ikut uji tobaqoh utama anak aaaaaamin sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
556,Ponpes Syekh Hasan Yamani,pondok bgtu indah moga depan jadi pondok pesantren unggul polman aamiin uji tulis,Netral,Fasilitas
623,Ponpes Syekh Hasan Yamani,Masya allah tabarakallah xd smoga ananda mendapat hasil yang baik di sekolah fest jakrt wakil sl.,Positif,Fasilitas
65,PPM AL-Ikhlash Lampoko,ada group wa org tua wali beda santri baru santri lama cara cuci baju,Negatif,Lingkungan
"440,Ponpes Syekh Hasan Yamani,""Innalillahi wa inna ilaihi rojiun, un tinggal anak-anak alumni salihah puspawati,"",Negatif,Pembinaan Karakter"
90,PPM AL-Ikhlash Lampoko,Tdk mengikuti Tutu tanding tanding antar putri ramadhani live,Positif,Kualitas Guru
753,Ponpes Salafiyah Parappe,selamat hari santri buat semua anak moga selalu jaya lindung allah subhanahu wataalah selamat hari santri nasional,Positif,Kegiatan Pondok
249,PPM AL-Ikhlash Lampoko,Alhamdulillah smps al ikhlash lampoko juara 1 lomba gerak jalan,Positif,Umum
688,Ponpes Salafiyah Parappe,Aamiin Galeri Umum Hasil Uji Thabaqoh Tahap II di Ihya Ulumiddin Putri,Positif,Fasilitas
639,Ponpes Salafiyah Parappe,Terima Santri Baru di Ponpes Salafiyah Parappe,Positif,Kegiatan Pondok
297,PPM AL-Ikhlash Lampoko,alhamdulillah lancar terus terus bangsa lolos tingkat provinsi ajang olimpiade sains nasional osn bidang matematika,Netral,Umum
742,Ponpes Salafiyah Parappe,Semogah anak lolos tahap lanjut salam mambi sebentar akan menyelenggarakan uji coba kegagalan thobaqoh tahap ii pada tanggal november,Negatif,Motivasi/Spiritual
652,Ponpes Salafiyah Parappe,Anak Azkiyah Kamila Laksanakan Uji Thobaqoh di Sekolah Dasar Ihyaulumuddin Tahap Iii Uji Tulis Selenggara Februari,Negatif,Fasilitas
166,PPM AL-Ikhlash Lampoko, konten santri,Netral,Akademik
76,PPM AL-Ikhlash Lampoko,amin nak moga mudah semua cita cita final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas
332,PPM AL-Ikhlash Lampoko,Allah mudahkan segala penyakit slalu semangat kejar cita nya nilai akhir semester ganjil tahun ajar,Negatif,Fasilitas
143,PPM AL-Ikhlash Lampoko,Tanding antar putri sdahmi tanding,Positif,Kualitas Guru
20,PPM AL-Ikhlash Lampoko,alhamdulillah selamat tugas nak alhamdulillah selamat lubnah maysuri asrafat ketua ospi putri periode,Positif,Umum
56,PPM AL-Ikhlash Lampoko,Ainun aulia zulkifli tetap semangat meraih gelar duta ajar terbaik sumba barat tahun,Positif,Fasilitas
175,PPM AL-Ikhlash Lampoko,Sehat ki semua anak semangat menuntut ilmu rindu suasana pondokan membezuk anakku dulu pesan Santri keluarga ada rumah,Negatif,Kualitas Guru
578,Ponpes Syekh Hasan Yamani,Allah sabar adekq Adrian kemarin ada wakil dstu ambil raport nasib anak yatim anda dstu pastih hadir dek dampigi ki bagi raport semester genap tahun ajaran,Negatif,Kegiatan Pondok
582,Ponpes Syekh Hasan Yamani,Selamat ulang tahun untuk para alumni pondok syech hasan yamani moga selalu berkah selalu kreatif one night with the students of the pondok syech hasan yamani,Positif,Kegiatan Pondok
802,Ponpes Salafiyah Parappe,masyaallah semangt anak moga ilmuny berkah musyawarah kitab fathul qarib antar santriwati thobaqah fathul qorib fathul mu in pdf ulya pdf wustho,Negatif,Motivasi/Spiritual
427,Ponpes Syekh Hasan Yamani,Semangat nak belajarx serba-serbi uji tahriri pondok putri syarifah al munawarah,Netral,Umum
145,PPM AL-Ikhlash Lampoko,jam brp besok tanding pencak silat antar putri live,Positif,Kualitas Guru
573,Ponpes Syekh Hasan Yamani,Muslimah Qasim Amien Aktivitas Santri Phy Dzikir Pagi Al Ma Tsurat,Negatif,Sosial
647,Ponpes Salafiyah Parappe,Mksudy hrs jam d jemput at mulai jam d jemput lancar jemput anak-anak putri pondok sdm buka jemput mulai februari pukul,Negatif,Kualitas Guru
680,Ponpes Salafiyah Parappe,happy teacher day selamat hari guru guru hebat indonesia kuat,Positif,Sosial
168,PPM AL-Ikhlash Lampoko,izwan fattah fildza konten santri,Netral,Akademik
187,PPM AL-Ikhlash Lampoko,masya allah selamat buat dua ananda selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas
449,Ponpes Syekh Hasan Yamani,Alfaatihah aamiin yra tinggal anak-anak alumni salihah puspawati,Negatif,Pembinaan Karakter
646,Ponpes Salafiyah Parappe,insyaallah ustazah xd terimakasih atas informasi lancar jemput santri putri pondok pesantren buka jemput mulai februari pukul wita,Negatif,Kegiatan Pondok
238,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
371,Ponpes Syekh Hasan Yamani,Enaknya libur lebaran lama-lama libur ramadan semakin dekat,Negatif,Kualitas Guru
556,Ponpes Syekh Hasan Yamani,Pondok bgtu indah moga-moga depan menjadi pondok unggul Polman aamiin Uji Tulis,Netral,Fasilitas
355,Ponpes Syekh Hasan Yamani,Insyaallah azwar siap siap siap balik ke pondok aja nih tas kemas cemilan aman tinggal bawa semangat aja,Negatif,Umum
389,Ponpes Syekh Hasan Yamani,Ubur-ubur ikan lele ayo hasan yamani leee,Netral,Akademik
"733,Ponpes Salafiyah Parappe,""Yra sebentar akan menyelenggarakan uji coba thobaqoh tahap ii pada tanggal november, semoga anak-anak lulus semua yaamiin."",Negatif,Motivasi/Spiritual"
751,Ponpes Salafiyah Parappe,Bismillahirrahmanirrahiim mudah han ana lulus dlm uji amin yra sebentar akan laksana uji coba thobaqoh tahap ii pada november,Negatif,Motivasi/Spiritual
256,PPM AL-Ikhlash Lampoko,masya allah suasana upacara agustus,Positif,Umum
142,PPM AL-Ikhlash Lampoko,hahah mi tanding pencak silat antar putri live,Positif,Kualitas Guru
629,Ponpes Syekh Hasan Yamani,Maasya allah murobbi gurunda guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
584,Ponpes Syekh Hasan Yamani,Masya allah istoghosah dalam rangka peringatan Hari Santri Nasional di pondok syech hasan yamani,Negatif,Kegiatan Pondok
692,Ponpes Salafiyah Parappe,Senang melihat anak lulus kelulusan terimakasih semua bimbing anak di pondok xd maaf ustadz mungkin dilampirkan kelulusan yang lulus di grup wa wali murid terima kasih belum galeri umum hasil uji thobaqoh tahap ii,Negatif,Fasilitas
1,PPM AL-Ikhlash Lampoko,masyaallah santri ppm al ikhlash serah bantu korban bakar desa bonne bonne,Negatif,Umum
598,Ponpes Syekh Hasan Yamani,Selamat juang nak Santri Santriwati hebat hubungi akan laksana uji mid semester Santri Santriwati izin kunjung tidak lama masa uji sebut,Negatif,Motivasi/Spiritual
278,PPM AL-Ikhlash Lampoko,masyaallah barakallah moga teman lain seperti aamiin santri ppm al ikhlash tuju universitas al azhar mesir,Negatif,Umum
30,PPM AL-Ikhlash Lampoko,seht sllu ank santri bersma bina pilih ketua ospi putri,Negatif,Motivasi/Spiritual
740,Ponpes Salafiyah Parappe,Moga mudah semua usaha anak anak Santri di uji semua amin amin wali Santri Nizaska cha manding sebentar akan laksana uji coba thobaqoh tahap ii pada tanggal november,Negatif,Motivasi/Spiritual
560,Ponpes Syekh Hasan Yamani,assalamualaikum bagaimana cara dapat informasi pondok hasan yamani putri ada no uztsah bisa hubung hal mksh belum uji muhadarah uji tahap akhir pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
751,Ponpes Salafiyah Parappe,bismillahirrahmanirrahim mudah han ana lulus dlm uji amin yra sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
196,PPM AL-Ikhlash Lampoko,Alhamdulillah detik detik smps al ikhlash juara 1 dalam perlombaan gerak jalan tingkat mts,Positif,Umum
87,PPM AL-Ikhlash Lampoko,Kamera ki dlu tanding antar putri di Pencakur Salju,Positif,Kualitas Guru
766,Ponpes Salafiyah Parappe, galeri buka porseni antar santriwati pondok pesantren salafiyah parappe putri tema kompak kompetisi ukir prestasi bangun karakter islami,Negatif,Akademik
84,PPM AL-Ikhlash Lampoko,rifqa nonton tanding pencak silat antar putri live,Positif,Kualitas Guru
725,Ponpes Salafiyah Parappe,Aamiiin yaalllah laksana test alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
232,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
703,Ponpes Salafiyah Parappe,semangat q semua nak insya allah mudah lancar uji lisan nya hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
752,Ponpes Salafiyah Parappe,salam pemuda selamat ingat hari sumpah pemuda oktober maju sama indonesia raya,Netral,Kegiatan Pondok
634,Ponpes Salafiyah Parappe,masyaallah tempat anak ku mondok lama thn alhamdulillah selesai baik moga pondok pesantren salafiyah parappek senantiasa beri layan baik seluruh santri selamat datang koperasi putri pondok pesantren salafiyah parappe,Negatif,Kegiatan Pondok
716,Ponpes Salafiyah Parappe,aaaaamin uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas
606,Ponpes Syekh Hasan Yamani, madrasah fest jakarta wakil sulawesi barat,Netral,Fasilitas
91,PPM AL-Ikhlash Lampoko,Nak nnti aku bagi tanding putri - Pencakur - Salju live,Positif,Kualitas Guru
381,Ponpes Syekh Hasan Yamani,masya allah anak shaleh sehat slamanya aamiin potret suasana santri buka puasa nisfu sya ban h,Positif,Kegiatan Pondok
647,Ponpes Salafiyah Parappe,mksudy hrs jam d jemput at mulai jam d jemput lancar jemput santri putri pondok pesantren buka jemput mulai februari pukul wita,Negatif,Kualitas Guru
"257,PPM AL-Ikhlash Lampoko,""Masya Allah, suasana upacara agustusan"",Positif,Umum"
643,Ponpes Salafiyah Parappe,Moga berkah annangguta semua Santri Ilmu Manfaat Raya Akhir Tahun Ajar Isi Bekal Pulang Santri,Positif,Kegiatan Pondok
538,Ponpes Syekh Hasan Yamani,luaaar biasa tim it santri santriwatinya pondok hasan yamani terima kasih atas ruang bagi adik seminar latih public speaking eksplore your talk skill and show your quality bunda husniati s ag uni husni,Negatif,Kegiatan Pondok
116,PPM AL-Ikhlash Lampoko,Semangat Fira Tanding Pencak Salju Antar Putri Live,Positif,Kualitas Guru
572,Ponpes Syekh Hasan Yamani,aamiin allahumma aamiin aktivitas santri phy dzikir pagi al ma tsurat,Positif,Sosial
486,Ponpes Syekh Hasan Yamani,makasih ust ustadzah pondok pesantren syekh hasan yamani telah beri ruang gerak kontribusi dlm kembang potensi seni anak view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
617,Ponpes Syekh Hasan Yamani,aamiin allah madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
531,Ponpes Syekh Hasan Yamani,Barakallah fii umuriq pimpin xd dengan sikap rendah hati tawadhu selalu jadi panutan para siswa selamat ulang tahun ustadz fahri tajuddin,Negatif,Kegiatan Pondok
645,Ponpes Salafiyah Parappe,kpng jemput klw putra lancar jemput santri putri pondok pesantren buka jemput mulai februari pukul wita,Negatif,Kualitas Guru
775,Ponpes Salafiyah Parappe,aamiiin mulia hari hari mulia moga allah mulia kita dengan baik dunia akhirat,Positif,Prestasi
261,PPM AL-Ikhlash Lampoko,masya allah suasana upacara agustus,Positif,Umum
"773,Ponpes Salafiyah Parappe,""Aamiin, hari hari yang mulia, semoga Allah mulia kita dengan baik di dunia dan akhirat,"",Positif,Prestasi"
736,Ponpes Salafiyah Parappe,bismillah rohmanirrohim moga d mudah kan segala ajar nya lulus dlm jalan uji nya aamiin xd putri solehah ku sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Positif,Motivasi/Spiritual
427,Ponpes Syekh Hasan Yamani,semangat nak belajarx serba serbi uji tahriri pondok putri syarifah al munawarah,Netral,Umum
594,Ponpes Syekh Hasan Yamani,smoga semester lancar ananda sll semangat mendptkn hasil muas sehat selalu smua anak phy muroja ah al a mmah tolak ukur paham kuasa ajar,Netral,Fasilitas
673,Ponpes Salafiyah Parappe,sehat sll ustzh selamat hari guru guru hebat indonesia kuat,Positif,Sosial
63,PPM AL-Ikhlash Lampoko,masya allah tutup juara pencak silat antar santri ppm al ikhlash,Positif,Umum
110,PPM AL-Ikhlash Lampoko,salam ustadz waspada dik teman pas angkat tanding pencak silat antar putri live,Positif,Kualitas Guru
695,Ponpes Salafiyah Parappe,Allah moga anak-anak mudah menjawab soal beri hari uji alih thobaqoh tahap ii di sekolah ihya ulumiddin,Negatif,Fasilitas
511,Ponpes Syekh Hasan Yamani,Seluruh serta golong ank ank nonton live rri samarinda qori syahruddin paling ngetop xd full fowerr persis cara qori syamsuri pirdaus pas mas kecil semogah qori syahruddin sehat selalu tahun depan paling baik seluruh baik amiin,Positif,Prestasi
"443,Ponpes Syekh Hasan Yamani,""Innalillahi wa inna ilaihi rojiun untuk nak puspa, semoga berkah dan khusnul khotmah tinggal anak salihah alumni salihah puspawati"",Negatif,Pembinaan Karakter"
"45,PPM AL-Ikhlash Lampoko,""Selamat ulang tahun untuk Ananda Fatur Reza, semoga sukses selalu untuk pondok modern al ikhlash lampoko lepas dari para alumni yang lulus dari al azhar mesir"",Positif,Umum"
447,Ponpes Syekh Hasan Yamani,inna lillahi wa inna ilaihi rojiuun moga allah rahmat tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
326,PPM AL-Ikhlash Lampoko,masya allah tabarakallah kka fahri moga pemilihanx lancar pilih pilih ketua ospi tahun,Netral,Motivasi/Spiritual
"559,Ponpes Syekh Hasan Yamani,""Selamat datang, selamat datang, para siswa dan mahasiswa baru di pondok syech hasan yamani"",Positif,Kegiatan Pondok"
794,Ponpes Salafiyah Parappe,Ta aruf galeri buka ta aruf baru parappe putri dari alumni pondok salafiyah,Negatif,Kegiatan Pondok
330,PPM AL-Ikhlash Lampoko,Insyaallah kalian semua akan selalu mudah semangat di akhir semester ganjil tahun ajar,Negatif,Fasilitas
"537,Ponpes Syekh Hasan Yamani,""Luar biasa kolaborasi guru ustadz fahmi bunda husni uni husni sekolah pernah dibina bina bisa skrng xd berkah semua seminar latih public speaking, gali keterampilan berbicara Anda dan tunjukkan kualitasnya bunda husniati s ag uni husni"",Negatif,Umum"
321,PPM AL-Ikhlash Lampoko,Masyaallah sehat slalu anak anak sholeh sholehah sertifikat piagam harga,Negatif,Kegiatan Pondok
395,Ponpes Syekh Hasan Yamani,Ubur-ubur ikan lele ayo hasan yamani leee,Netral,Akademik
"27,PPM AL-Ikhlash Lampoko,""Selamat, Nak Muslim, Moga Berkah, Berkah, Jalan Tugas, Selamat, Muslim, Santri Kelas Xi, Merdeka, Ketua OSpi Putra Periode"",Positif,Motivasi/Spiritual"
214,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
337,PPM AL-Ikhlash Lampoko,banyak selamat sukses selalu pak ustadz selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
656,Ponpes Salafiyah Parappe,moga uji anak mudah dapat hasil baik laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
56,PPM AL-Ikhlash Lampoko,syukur alhamdulillah semangat terus ainun aulia zulkifli dapat gelar best intelegensia duta ajar sulawesi barat tahun,Positif,Fasilitas
28,PPM AL-Ikhlash Lampoko,assalamualaikum warahmatullahi wabarakatu sembah pondok pesantren modern al ikhlas doa kalian jadi orang baik sukses pilih ketua ospi putri,Positif,Kegiatan Pondok
31,PPM AL-Ikhlash Lampoko,masyaallah smoga mudah lancar nak ananda rafli hardiansyah laksana tasmi al qur an pukul wita pondok pesantren modern al ikhlash,Negatif,Umum
450,Ponpes Syekh Hasan Yamani,innalillahi wainnailaihi roji un smoga husnul khatimah tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
"433,Ponpes Syekh Hasan Yamani,""Innalillahi wa inna ilaihi rojiun, semoga Allah mengampuni Rahmat tinggal anak-anak salihah puspawati dari alumni salihah puspawati,"",Negatif,Pembinaan Karakter"
310,PPM AL-Ikhlash Lampoko,Masya allah sukses selalu de fahmi ceramah safari ramadhani fahmi,Positif,Pembinaan Karakter
435,Ponpes Syekh Hasan Yamani,innailaihi rajiun moga husnul khatimah alfatihah tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
674,Ponpes Salafiyah Parappe,selamat hari guru moga sehat selalu selamat hari guru guru hebat indonesia kuat,Positif,Sosial
130,PPM AL-Ikhlash Lampoko,siapa tanding tanding pencak silat antar putri live,Positif,Kualitas Guru
"543,Ponpes Syekh Hasan Yamani,""Alhamdullilah, sambut hari merdeka, para peserta dari ponpes syech hasan yamani mengikuti perlombaan bersepeda di dusun campalagian"",Negatif,Kegiatan Pondok"
561,Ponpes Syekh Hasan Yamani,moga uji jalan lamcar uji lisan latih mentalitas santri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
"435,Ponpes Syekh Hasan Yamani,""Innailaihi rajiun, semoga menjadi anak salihah puspawati yang khusyuk, semoga menjadi anak salihah yang khusyuk, semoga menjadi anak yatim."",Negatif,Pembinaan Karakter"
283,PPM AL-Ikhlash Lampoko,Alhamdulillah selamat atas kelulusan uji bintara polisi alumni ponpes ppm al ikhlash lampoko atas kelulusan,Positif,Umum
516,Ponpes Syekh Hasan Yamani,Alhamdulillah anak sholeh mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok
177,PPM AL-Ikhlash Lampoko,fira ku pesan santri keluarga ada rumah,Negatif,Kualitas Guru
500,Ponpes Syekh Hasan Yamani,Aamin berkah jaya selalu di pondok syech hasan yamani,Positif,Kegiatan Pondok
778,Ponpes Salafiyah Parappe,Amiin allahhuma amiin mulia hari hari mulia moga allah mulia dunia akhirat kita dengan baik,Positif,Prestasi
11,PPM AL-Ikhlash Lampoko,masyaallah peluang beasiswa tunisia santri al ikhlash lampoko sulawesi barat,Netral,Umum
764,Ponpes Salafiyah Parappe,moga allah senantiasa dapat berkah and sehat sukses bahagia selalu buat anak dan semua santri pp salapiyah parappe amiin yaa allah seremonial buka porseni antar santriwati pondok pesantren salafiyah parappe,Positif,Kegiatan Pondok
303,PPM AL-Ikhlash Lampoko,selamat sukses semua selamat lewat uji tahfizhul qur an,Positif,Umum
665,Ponpes Salafiyah Parappe, hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
260,PPM AL-Ikhlash Lampoko,bangga dg ppm al ikhlash lampoko suasana upacara agustus,Positif,Umum
709,Ponpes Salafiyah Parappe,Mama sini doakan semua hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Negatif,Motivasi/Spiritual
158,PPM AL-Ikhlash Lampoko,PPS Nabilang Anak Santri Paham Pura Pura Sakit,Negatif,Motivasi/Spiritual
209,PPM AL-Ikhlash Lampoko,alhamdulillah selamat buat santri para bina pondok moga depan lebih lihat potensi ada pondok santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,Positif,Umum
65,PPM AL-Ikhlash Lampoko,Ada grup wa org tua wali yang berbeda - Santri Baru - Santri Lama - Cara Cuci Pakaian,Negatif,Lingkungan
782,Ponpes Salafiyah Parappe,aamiiin moment haru pisah salah satu asatidzah pondok pesantren salafiyah parappe putri ustadzah nur hikmah syahdan tempat tugas baru nya,Negatif,Kegiatan Pondok
205,PPM AL-Ikhlash Lampoko,Masya allah keren tawwa maju terus yel yel ppm al ikhlash,Positif,Umum
535,Ponpes Syekh Hasan Yamani,Barakallohu fii umuriq nangguru xd sehat terus xd sukses terus selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
"305,PPM AL-Ikhlash Lampoko,""Aamiin yra salam rinduh pk ustadz smg semua p umur n anak semua sehat dan kembali ke pondok dngn selamat, tmks bxk pk ustadz salam rindu pimpin seluruh ponpes modern al ikhlash lampoko"",Negatif,Umum"
692,Ponpes Salafiyah Parappe,senang lihat anak bahagia kelulus terimakasih semua bimbing anak di pondok xd maaf ustadzah mungkin di lampir catat kelulus yang lulus di grup wa wali santri terima kasih belum galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Negatif,Fasilitas
230,PPM AL-Ikhlash Lampoko,Alhamdulilah smps al ikhlash lampoko menjadi juara II dalam perlombaan gerak jalan,Positif,Umum
"187,PPM AL-Ikhlash Lampoko,""Masya allah selamat untuk dua ananda yang sangat baik, dua siswa hebat m akhsay saputra ainun aulia zulkifly telah berhasil lolos hingga tahap final memilih duta ajar satria barat"",Positif,Fasilitas"
226,PPM AL-Ikhlash Lampoko,Alhamdulilah smps al ikhlash lampoko menjadi juara pertama dalam perlombaan gerak jalan,Positif,Umum
800,Ponpes Salafiyah Parappe,Masya allah moga anak anak juga menjadi seperti musyawarah kitab fathul qorib antar para ulama thobakah fathul qorib fathul mu in pdf ulya in wustho,Negatif,Motivasi/Spiritual
40,PPM AL-Ikhlash Lampoko,moga sukses semuax yyasanx tambah maju aamiinyra pilih duta bahasa tutup festival mahluwa,Negatif,Prestasi
469,Ponpes Syekh Hasan Yamani,Masyaallah semangat ujian anak hafalan berjalan lancar amiin uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
790,Ponpes Salafiyah Parappe,mas syaa allaah sehatki semua nak antara adam putri alhamdulillah galeri buka ta aruf santriwati baru pondok pesantren salafiyah parappe putri,Negatif,Kegiatan Pondok
85,PPM AL-Ikhlash Lampoko,ibu nonton nak tanding pencak silat antar putri live,Positif,Kualitas Guru
607,Ponpes Syekh Hasan Yamani,aamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
19,PPM AL-Ikhlash Lampoko,selamat nak moga amanah alhamdulillah selamat lubnah maysuri asrafat ketua ospi putri periode,Positif,Motivasi/Spiritual
353,Ponpes Syekh Hasan Yamani,amin rabb ke asrama lingkung didik agama,Negatif,Sosial
35,PPM AL-Ikhlash Lampoko,Masya Allah sehat semua nak xd alhamdulillah selamat hari ibu,Positif,Kegiatan Pondok
609,Ponpes Syekh Hasan Yamani,Aamiin... ...madrasah fest ...wakil somalia barat,Positif,Fasilitas
356,Ponpes Syekh Hasan Yamani,aamiin yra selamat hari raya idul fitri h,Positif,Prestasi
418,Ponpes Syekh Hasan Yamani,semangat selalu anak anak sholeh waktu tualang,Negatif,Kegiatan Pondok
481,Ponpes Syekh Hasan Yamani,masya allah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
411,Ponpes Syekh Hasan Yamani,sehat selalu anak sholeh liput hiking atas udara,Negatif,Kegiatan Pondok
"452,Ponpes Syekh Hasan Yamani,""Innalillahi wainnailaihi rojiun, anak-anak salihah puspawati alumni"",Negatif,Pembinaan Karakter"
528,Ponpes Syekh Hasan Yamani,alhamdulillohirobbil aalamiiin sudah cikup insya alloh nnti tahun berikutnx yang juaranx mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
379,Ponpes Syekh Hasan Yamani,maasyaallah tabarakallah sehat selalu ki anak santri yamani potret suasana santri buka puasa nisfu sya ban h,Negatif,Kegiatan Pondok
"772,Ponpes Salafiyah Parappe,""Aamiin, hari hari yang mulia, semoga allah mulia kita di dunia dan akhirat,"",Positif,Prestasi"
769,Ponpes Salafiyah Parappe,masya allah sehat selalu nak galeri buka porseni antar santriwati pondok pesantren salafiyah parappe putri tema kompak kompetisi ukir prestasi bangun karakter islami,Negatif,Akademik
416,Ponpes Syekh Hasan Yamani,Semangat Anak Sholeh latih Laskar Scout,Negatif,Fasilitas
685,Ponpes Salafiyah Parappe,Masyaallah xd semoga lulus semua ana allah Galeri Umum Hasil Uji Thabaqoh Tahap II di Ihya ulumiddin Putri,Positif,Fasilitas
808,Ponpes Salafiyah Parappe,Keren membuka daftar calon siswa pondok salafiyah parappe,Negatif,Kegiatan Pondok
724,Ponpes Salafiyah Parappe,amin yarabbal alamin laksana uji alih thobaqoh tahap ii,Negatif,Motivasi/Spiritual
328,PPM AL-Ikhlash Lampoko,Assalamualaikum wr wb alhadulilah atas prestasi anak luthfi anshar rangking umum pondok ajar umum terima kasih tak terhingga atas bimbingan dik juga ajar umum anak pondok aamiin mf pak ustadz tdk ada sy lihat foto ana memegang sertifikat umum rangking umum,Negatif,Kegiatan Pondok
713,Ponpes Salafiyah Parappe, uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas
151,PPM AL-Ikhlash Lampoko,Tanding putri-pencakur-silat live,Positif,Kualitas Guru
660,Ponpes Salafiyah Parappe,Aamiin laksana uji thobaqoh tahap iii pada uji tulis selenggara februari,Positif,Fasilitas
460,Ponpes Syekh Hasan Yamani,Naksalam aamin liput vidio ujian lisan putra,Netral,Motivasi/Spiritual
"777,Ponpes Salafiyah Parappe,""Aamiin, hari hari yang mulia, semoga allah mulia kita di dunia dan akhirat,"",Positif,Prestasi"
385,Ponpes Syekh Hasan Yamani,selamat sore anak anak santri potret suasana santri buka puasa nisfu sya ban h,Negatif,Kegiatan Pondok
"644,Ponpes Salafiyah Parappe,""Aamiin, raya akhir tahun ajar isi bahan bacaan pulang sekolah"",Negatif,Fasilitas"
268,PPM AL-Ikhlash Lampoko,Semangat anak sholeh sholeha latih anak sholeha jalan santai di PP Al Ikhlas rangka siap hut ri,Negatif,Umum
585,Ponpes Syekh Hasan Yamani,masya allah istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
244,PPM AL-Ikhlash Lampoko,Masya Allah selamat smps al ikhlash lampoko juara 1 dalam perlombaan gerak jalan,Positif,Umum
117,PPM AL-Ikhlash Lampoko,aqila zahra sdah tanding tanding pencak silat antar putri live,Positif,Kualitas Guru
"759,Ponpes Salafiyah Parappe,""Aamiin selamat ulang tahun negara cinta tanah air, semoga tetap aman damai limpah barokah"",Positif,Kegiatan Pondok"
"428,Ponpes Syekh Hasan Yamani,""Innalillahi wa inna ilaihi rojiun, semoga anak-anak salihah alumni puspawati langgeng sampai akhir hayat."",Negatif,Pembinaan Karakter"
197,PPM AL-Ikhlash Lampoko,masya allah giat anak detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,Netral,Umum
"1,PPM AL-Ikhlash Lampoko,""Masyaallah, para Santri ppm al ikhlash serahkan bantuan untuk korban bakar desa Bonne Bonne"",Negatif,Umum"
146,PPM AL-Ikhlash Lampoko,Okk tanding putri-pencakur-silat live,Positif,Kualitas Guru
487,Ponpes Syekh Hasan Yamani,izin share view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
234,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
339,PPM AL-Ikhlash Lampoko,Masya Allah moga pak ustad ihsan zainuddin selalu sehat dan sukses pimpin pondok modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah memilih serta melaksanakan pembelajaran intensif di ummul quro mek,Positif,Kegiatan Pondok
212,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
